"drugbankid","smiles","id"
"DB01338","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1",137
"DB01339","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1",141
"DB01346","CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C",690
"DB01355","CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1",562
"DB01359","CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1",40
"DB01364","CN[C@@H](C)[C@H](O)C1=CC=CC=C1",117
"DB01365","CNC(C)(C)CC1=CC=CC=C1",221
"DB01366","CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1",288
"DB01380","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",452
"DB01384","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@]([H])(F)C2=CC(=O)C=C[C@]12C",477
"DB01392","[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2",56
"DB01395","[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21",377
"DB01397","[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O",575
"DB01399","OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O",601
"DB01400","CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C",120
"DB01401","[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O",612
"DB01403","COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1",73
"DB01407","CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1",268
"DB01408","CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C",283
"DB01409","[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1",191
"DB01410","[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C",449
"DB01412","CN1C=NC2=C1C(=O)NC(=O)N2C",104
"DB01419","FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1",540
"DB01425","COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C",416
"DB01426","CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O",674
"DB01427","NC1=CC(=CNC1=O)C1=CC=NC=C1",513
"DB01429","CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1",675
"DB01435","CN1N(C(=O)C=C1C)C1=CC=CC=C1",539
"DB01438","NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1",668
"DB01472","COC1=CC=C(CC(C)N)C=C1",243
"DB01520","C1CCN(CC1)C1(CCCCC1)C1=CC=CS1",499
"DB01525","[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C",378
"DB01549","C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1",432
"DB01569","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C",407
"DB01576","C[C@H](N)CC1=CC=CC=C1",211
"DB01577","CN[C@@H](C)CC1=CC=CC=C1",258
"DB01579","C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1",229
"DB01580","CC(C)NCC(O)COC1=CC=CC=C1OCC=C",277
"DB01591","O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1",188
"DB01595","[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1",665
"DB01600","CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1",608
"DB01608","OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1",250
"DB01614","CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O",1
"DB01616","CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1",3
"DB01618","CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2",33
"DB01621","CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1",43
"DB01622","CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1",51
"DB01623","CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1",83
"DB01624","OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1",84
"DB01625","CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C",202
"DB01626","CN(CC#C)CC1=CC=CC=C1",322
"DB01628","CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O",626
"DB01656","FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl",523
"DB01689","CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O",306
"DB01708","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",497
"DB01837","CC(=O)OC[C@H](N)C(O)=O",589
"DB01892","CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O",564
"DB02007","O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O",298
"DB02020","OC(=O)CN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23",299
"DB02021","[H][C@]1(C[C@]2(N=C(O)N=C2O)C2=C(O1)C=CC(F)=C2)C(O)=N",302
"DB02110","CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5N6C(=CC7=C(C=C)C(C)=C8C=C1N2[Co]6(N34)N78)C(C)=C5C=C",596
"DB02198","OC(=O)CBr",535
"DB02266","OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F",559
"DB02329","[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O",404
"DB02379","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O",543
"DB02383","COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F",312
"DB02518","C[C@H](NC(C)=O)C(O)=O",307
"DB02709","OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1",597
"DB02712","FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1",310
"DB02773","CCCOC1=CC=C(CC(O)=O)C=C1Cl",531
"DB02811","CCOP(=O)OCC",375
"DB02834","OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F",304
"DB02845","CP(O)=O",385
"DB02925","NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O",643
"DB02994","C[As](C)(O)=O",303
"DB03088","OC(=O)[C@@H]1CCC(=O)N1",709
"DB03128","CC(=O)OCC[N+](C)(C)C",111
"DB03147","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2",315
"DB03461","[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(O)=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O",295
"DB03568","CCCC(O)=O",368
"DB03667","CC(=O)ONC(=O)C1=C(O)C=CC=C1",538
"DB03672","C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1",367
"DB03752","[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)S1",591
"DB03753","COC(=O)[C@@H](C)C1=CC=C(C(F)=C1)C1=CC=CC=C1",561
"DB03754","NC(CO)(CO)CO",711
"DB03783","CCOC1=CC=C(NC(C)=O)C=C1",592
"DB03814","[O-]S(=O)(=O)CC[NH+]1CCOCC1",366
"DB03822","CCOP(O)(O)=O",379
"DB03904","NC(N)=O",362
"DB03929","N[C@H](CO)C(O)=O",505
"DB04250","CCCC(=O)SCC[N+](C)(C)C",369
"DB04272","OC(=O)CC(O)(CC(O)=O)C(O)=O",301
"DB04365","COC(=O)C1=CCCN(C)C1",146
"DB04552","OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1",588
"DB04557","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O",541
"DB04599","COC1=CC=C(C=C1)C(=O)N1CCCC1=O",418
"DB04620","NC1(CCCC1)C(O)=O",504
"DB04707","OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1",639
"DB04743","CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O",629
"DB04817","[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1",580
"DB04840","NC(=N)N1CCC2=CC=CC=C2C1",647
"DB04842","FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1",69
"DB04843","C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1",173
"DB04844","COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1",434
"DB04846","CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O",267
"DB04853","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(N\N=C\C3CCCCC3)N=C12",108
"DB04855","CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2",213
"DB04857","[H][C@@]12CC[C@@]([H])(N1C)[C@]([H])(\C=N\OC)[C@H](C2)C1=CC(Cl)=C(Cl)C=C1",423
"DB04861","OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2",276
"DB04871","C[C@H]1CNCCC2=CC=C(Cl)C=C12",90
"DB04880","CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1",516
"DB04883","COC1=CC(OC)=NC(O[C@H](C(O)=O)C(OC)(C2=CC=CC=C2)C2=CC=CC=C2)=N1",439
"DB04888","O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1",421
"DB04889","CC1=CC=C(C=C1)C12CC1CNC2",420
"DB04892","[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C",392
"DB04896","CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1",494
"DB04908","FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1",24
"DB04920","CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC",335
"DB04924","COC1=C(OC)C=C(C=C1)C(=O)NCC1=CC=C(OCCN(C)C)C=C1",426
"DB04930","CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1",666
"DB04946","COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O",25
"DB04948","CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1",257
"DB04954","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H]3CCOC3)N=CN=C12",103
"DB05009","CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(N=C2N)C#CC[C@H]1CC[C@@H](CC1)C(=O)OC",106
"DB05039","CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1",285
"DB05109","[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31",611
"DB05266","CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C",517
"DB05271","CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1",49
"DB05294","COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1",712
"DB05316","CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1",429
"DB05327","FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1",300
"DB05383","NNC(N)=N",309
"DB05434","CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC",703
"DB05492","CC1=CC(=C(NCCCN)C=C1)[N+]([O-])=O",245
"DB05676","[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1",520
"DB05824","CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1",503
"DB06016","CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1",14
"DB06077","[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C",427
"DB06144","FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2",81
"DB06148","CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21",32
"DB06151","CC(=O)N[C@@H](CS)C(O)=O",486
"DB06201","NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1",694
"DB06204","CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1",663
"DB06207","C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F",236
"DB06213","CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1",110
"DB06216","OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1",8
"DB06218","COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1",672
"DB06237","COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1",525
"DB06262","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",215
"DB06267","CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C",526
"DB06268","CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl",442
"DB06288","CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC",59
"DB06403","COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1",437
"DB06412","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O",321
"DB06471","[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O",100
"DB06594","COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1",87
"DB06623","CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1",254
"DB06684","NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1",54
"DB06694","CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C",242
"DB06700","CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1",648
"DB06701","COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1",649
"DB06702","CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C",167
"DB06704","NC(N)=NCC1=CC(I)=CC=C1",655
"DB06706","CNC(C)CCC=C(C)C",218
"DB06707","C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1",220
"DB06709","CC(C[N+](C)(C)C)OC(C)=O",203
"DB06711","C(C1=NCCN1)C1=CC=CC2=CC=CC=C12",225
"DB06712","COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N",342
"DB06725","CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O",573
"DB06736","OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl",536
"DB06737","CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1",616
"DB06738","CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1",492
"DB06741","OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1",489
"DB06751","CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1",336
"DB06756","C[N+](C)(C)CC([O-])=O",381
"DB06764","C1CN=C(N1)C1CCCC2=CC=CC=C12",239
"DB06774","COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1",314
"DB06781","[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",457
"DB06795","NCC1=CC=C(C=C1)S(N)(=O)=O",363
"DB06802","NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N",587
"DB06804","CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1",630
"DB07028","OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=C(F)C=C(Br)C=C1",293
"DB07030","OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=CC(=CC=C1)[N+]([O-])=O",294
"DB07049","[H][C@@]1(C)CN(CCN1S(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+]([O-])=O",403
"DB07139","OC(=O)CCC1=CC=C(S1)C1=CC(=CC=C1)[N+]([O-])=O",296
"DB07187","CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1",297
"DB07681","CCCCCCCCCCCCS([O-])(=O)=O",376
"DB07876","[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1",638
"DB07981","CC[C@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=CC=C(OC)C=C12",533
"DB07983","COC1=CC=C2N(C(=O)C3=CC=C(I)C=C3)C(C)=C(CC(O)=O)C2=C1",532
"DB07984","CC[C@@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2",534
"DB08084","OC(=O)COC1=CC(F)=CC=C1C(=S)NCC1=CC=C(Br)C=C1F",305
"DB08200","CCCCCCP(O)(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C",364
"DB08201","CCCCCCP(O)(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C",365
"DB08439","CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1",631
"DB08658","CCO[P@](O)(=O)N(CC)CC",380
"DB08756","[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1",637
"DB08801","CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1",199
"DB08804","CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C",320
"DB08807","CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1",9
"DB08810","CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O",16
"DB08811","CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1",509
"DB08814","CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O",510
"DB08815","O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12",30
"DB08818","CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O",482
"DB08838","NCCCCNC(N)=N",502
"DB08867","CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12",481
"DB08897","OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1",142
"DB08906","[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",466
"DB08910","NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O",632
"DB08912","CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1",484
"DB08918","CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1",656
"DB08932","CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1",440
"DB08954","CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1",500
"DB08996","CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12",115
"DB09014","CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1",88
"DB09016","CC(CC1C2=CC=CC=C2CCC2=CC=CC=C12)CN(C)C",60
"DB09018","CCN(CC)CCN=C(O)C1=C(OC)C=C(N)C(Br)=C1",424
"DB09026","COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1",635
"DB09068","CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1",55
"DB09076","OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2",197
"DB09080","COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1",286
"DB09082","[H][C@](O)(CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl)C1=CC(CO)=C(O)C=C1",292
"DB09128","O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1",10
"DB09202","[H]N1CCN=C1COC1=CC=CC=C1C1CC1",244
"DB09207","[H]N(C)C1=C(Br)C=C(C(=O)N([H])[C@@H]2CN(C)CCN(CC)C2)C(OC)=C1",419
"DB13025","CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O",247
